ta1A	1174233	1174233	3.37570383568821
ta1A	1177254	1177254	3.37424820916559
ta1A	1189312	1189312	3.20743968199685
ta1A	1190609	1190609	3.20743968199685
ta1A	1211050	1211050	3.2067475841961
ta1A	1211885	1211885	3.09363512263279
ta1A	1234396	1234396	3.08539100993372
ta1A	1337356	1337356	3.08539100993372
ta1A	1339768	1339768	3.08539100993372
ta1A	1342693	1342693	3.08539100993372
ta1A	2378160	2378160	3.08539100993372
ta1A	3118324	3118324	2.99929387886207
ta1A	3386405	3386405	2.8977709035012
ta1A	3390251	3390251	2.89389574996475
ta1A	3391831	3391831	2.89389574996475
ta1A	5024234	5024234	2.81175286338226
ta1A	6323705	6323705	2.78295972684466
ta1A	6324232	6324232	2.7542660466543
ta1A	7184821	7184821	2.75216012514193
ta1A	7335059	7335059	2.69338862521644
ta1A	7658612	7658612	2.64177453318278
ta1A	7660066	7660066	2.61001790449558
ta1A	8240351	8240351	2.61001790449558
ta1A	8242263	8242263	2.57891736453063
ta1A	8328594	8328594	2.55927323532718
ta1A	8329287	8329287	2.53928462419687
ta1A	8631594	8631594	2.53586475818546
ta1A	9103736	9103736	2.53198074394206
ta1A	9105099	9105099	2.53198074394206
ta1A	9105169	9105169	2.53198074394206
ta1A	9107936	9107936	2.44921660472316
ta1A	9110371	9110371	2.44921660472316
ta1A	9122998	9122998	2.44461388133806
ta1A	9579783	9579783	2.44174208973714
ta1A	9579907	9579907	2.43916016761262
ta1A	9579991	9579991	2.43179948360944
ta1A	9580120	9580120	2.43179948360944
ta1A	9642623	9642623	2.43179948360944
ta1A	9980785	9980785	2.43179948360944
ta1A	9980874	9980874	2.37233420622069
ta1A	10048700	10048700	2.34442362357718
ta1A	10052806	10052806	2.31040085404674
ta1A	10054563	10054563	2.31040085404674
ta1A	10068823	10068823	2.31040085404674
ta1A	10068932	10068932	2.31040085404674
ta1A	10069836	10069836	2.31040085404674
ta1A	10069891	10069891	2.31040085404674
ta1A	11663943	11663943	2.31040085404674
ta1A	11664898	11664898	2.31040085404674
ta1A	11665248	11665248	2.30491577412147
ta1A	11665274	11665274	2.29522922747354
ta1A	11819683	11819683	2.28664337215479
ta1A	11934983	11934983	2.26720098962668
ta1A	11939849	11939849	2.24931095596896
ta1A	11940034	11940034	2.24931095596896
ta1A	11941764	11941764	2.24668116674563
ta1A	11950553	11950553	2.23564956843662
ta1A	12004001	12004001	2.23167164410561
ta1A	12093366	12093366	2.21697277490113
ta1A	12099906	12099906	2.21697277490113
ta1A	12142622	12142622	2.21697277490113
ta1A	12157317	12157317	2.2080239969303
ta1A	12303743	12303743	2.20509166837533
ta1A	12303846	12303846	2.20509166837533
ta1A	12304195	12304195	2.20368461452043
ta1A	12304546	12304546	2.19909788066704
ta1A	12305338	12305338	2.19684033314098
ta1A	12364395	12364395	2.19588257379239
ta1A	12368056	12368056	2.18985589318812
ta1A	12368060	12368060	2.17887819510954
ta1A	12368783	12368783	2.17792619758953
ta1A	12368783	12368783	2.17576314626642
ta1A	12369432	12369432	2.17060221981711
ta1A	12369432	12369432	2.16700813257321
ta1A	12506554	12506554	2.16621303367544
ta1A	13083723	13083723	2.15308063514499
ta1A	13084973	13084973	2.14307110096167
ta1A	13663374	13663374	2.13443877557091
ta1A	13672038	13672038	2.12812241373484
ta1A	13673871	13673871	2.12077188840178
ta1A	13767404	13767404	2.11785381506799
ta1A	13767640	13767640	2.11106745783777
ta1A	13767681	13767681	2.09405091927384
ta1A	13861680	13861680	2.08721296409556
ta1A	14361000	14361000	2.08656159659672
ta1A	14521034	14521034	2.08656159659672
ta1A	15431071	15431071	2.08656159659672
ta1A	15438673	15438673	2.08656159659672
ta1A	15438899	15438899	2.08656159659672
ta1A	16390756	16390756	2.08656159659672
ta1A	20093961	20093961	2.08656159659672
ta1A	20094316	20094316	2.08538100145412
ta1A	20094503	20094503	2.07658391391584
ta1A	20094659	20094659	2.07658391391584
ta1A	20977423	20977423	2.07303467417393
ta1A	20977465	20977465	2.0671172993881
ta1A	21040550	21040550	2.0671172993881
ta1A	21043112	21043112	2.0671172993881
ta1A	21626746	21626746	2.0671172993881
ta1A	21634261	21634261	2.06274289036434
ta1A	22288255	22288255	2.06205228602709
ta1A	22288462	22288462	2.05181287165946
ta1A	22297277	22297277	2.05145402032172
ta1A	23130893	23130893	2.05145402032172
ta1A	23966822	23966822	2.04608368691553
ta1A	23966903	23966903	2.0392553462542
ta1A	24247379	24247379	2.03822487213778
ta1A	24320167	24320167	2.03384835072988
ta1A	24943674	24943674	2.03384835072988
ta1A	25541241	25541241	2.03237409170473
ta1A	25543187	25543187	2.02802290284148
ta1A	25544603	25544603	2.02683928492879
ta1A	26958877	26958877	2.02683928492879
ta1A	26959380	26959380	2.02683928492879
ta1A	26959396	26959396	2.02683928492879
ta1A	26961234	26961234	2.02683928492879
ta1A	26961620	26961620	2.02363436264078
ta1A	27363057	27363057	2.02331610790635
ta1A	27379064	27379064	2.02313127838634
ta1A	28611790	28611790	2.02288004158782
ta1A	28614097	28614097	2.01822714903596
ta1A	28620484	28620484	2.01524590681691
ta1A	28757899	28757899	2.01120556456398
ta1A	29191223	29191223	2.00918756382023
ta1A	29191797	29191797	2.00918756382023
ta1A	29611146	29611146	2.00918756382023
ta1A	29611921	29611921	2.00918756382023
ta1A	29801435	29801435	2.00918756382023
ta1A	31779256	31779256	2.00918756382023
ta1A	32087536	32087536	2.00918756382023
ta1A	32893506	32893506	2.00918756382023
ta1A	33021194	33021194	2.00918756382023
ta1A	33372421	33372421	2.00918756382023
ta1A	33375691	33375691	2.00918756382023
ta1A	34169758	34169758	2.00918756382023
ta1A	34169777	34169777	2.00918756382023
ta1A	34169782	34169782	2.00918756382023
ta1A	34407344	34407344	2.00918756382023
ta1A	35933242	35933242	2.00918756382023
ta1A	35933358	35933358	2.00918756382023
ta1A	35933475	35933475	2.00918756382023
ta1A	35933865	35933865	2.00688120368802
ta1A	35933940	35933940	2.00158251846266
ta1A	35935566	35935566	1.98985178446621
ta1A	35939642	35939642	1.98985178446621
ta1A	36565739	36565739	1.98842197319301
ta1A	36568415	36568415	1.98015677532742
ta1A	36569350	36569350	1.97231946243518
ta1A	36569670	36569670	1.96549723219876
ta1A	37481346	37481346	1.95688600131463
ta1A	38729513	38729513	1.9539237857819
ta1A	38729994	38729994	1.9539237857819
ta1A	38731203	38731203	1.9539016717364
ta1A	39649661	39649661	1.9539016717364
ta1A	41709423	41709423	1.9489114457564
ta1A	41709876	41709876	1.94388423798205
ta1A	41710286	41710286	1.94276422031893
ta1A	42511497	42511497	1.94091578426191
ta1A	42549757	42549757	1.93729909060182
ta1A	45796984	45796984	1.93525223177308
ta1A	45797171	45797171	1.93158258895059
ta1A	45797333	45797333	1.927927080507
ta1A	46236207	46236207	1.9248337072216
ta1A	46239669	46239669	1.92087466881393
ta1A	47213286	47213286	1.92087466881393
ta1A	47587325	47587325	1.92087466881393
ta1A	47791170	47791170	1.91811234461401
ta1A	47805489	47805489	1.9150522902612
ta1A	48587159	48587159	1.90725752977838
ta1A	48588559	48588559	1.90429342917083
ta1A	48589763	48589763	1.89818619661471
ta1A	48590961	48590961	1.89580112000915
ta1A	48978836	48978836	1.89409337628366
ta1A	48978899	48978899	1.88827382855838
ta1A	48982473	48982473	1.88192940664566
ta1A	49097441	49097441	1.87413669567652
ta1A	49099484	49099484	1.87413669567652
ta1A	49153544	49153544	1.87413669567652
ta1A	49252858	49252858	1.87312150794727
ta1A	49287733	49287733	1.87185749199532
ta1A	49529804	49529804	1.87185749199532
